M,case_count,median_measured_speedup,mean_measured_speedup,min_measured_speedup,max_measured_speedup,median_ideal_speedup,median_speedup_percent_of_ideal,median_prediction_error_percent,median_fused_ms,median_ref_ms
128,32,0.9929042791900622,0.9698002034525828,0.5266923574070052,1.5006796628029504,1.2352941176470589,80.37796545824312,24.4481168867633,0.13064475,0.12021949999999995
256,32,0.906892845233519,0.9401901318006383,0.5189052343482724,1.4732810476628095,1.4444444444444444,62.78488928539748,59.29841321500908,0.130077,0.123263
512,32,0.9731075700870913,0.9801147325733203,0.4960951702273091,1.6347752127416146,1.8,54.061531671505065,85.00903326107999,0.12881225000000002,0.1098375
1024,32,1.058903771492128,1.0921177575573262,0.7084476534296028,1.7128894674456012,2.333333333333333,45.381590206805484,120.35432803370023,0.13507875,0.14928825
4096,32,1.7915800539967563,1.7625658707162701,1.2244836528665368,2.626925919826586,3.6666666666666665,48.86127419991154,104.67637406564255,0.19504575,0.3442604999999999
16384,360,4.507636298344051,5.2283665853554435,0.7433687735877962,21.291625310586934,4.878787878787879,66.55592123516693,50.249720577368834,0.450594,1.8243627500000001
65536,32,5.226332853315162,5.128990374403857,2.5681034544969075,7.58566054735415,4.878787878787879,107.12359264559026,-6.604073479887184,1.36105925,7.107570750000001
131072,32,5.426794397961006,5.228873178264569,2.1141078289276054,7.962059440776574,4.938461538461539,109.88836008332254,-8.881759454473896,2.58819875,14.020078999999999
