BF,case_count,median_measured_speedup,mean_measured_speedup,min_measured_speedup,max_measured_speedup,median_ideal_speedup,median_speedup_percent_of_ideal,median_prediction_error_percent,median_fused_ms,median_ref_ms
16,352,3.251060237093182,3.9793063722282813,0.4960951702273091,17.47370394290343,4.555555555555555,61.108897938900284,63.6423160065315,0.39818875,1.647649
32,212,2.772406204772675,4.192760498599759,0.5189052343482724,21.291625310586934,4.555555555555555,63.98221277097139,56.293577861575145,0.41138474999999997,1.6327337499999999
64,20,5.339630279880886,5.395788698052486,3.4138308147099057,8.09466403113164,8.11111111111111,65.83105824510682,51.9173536327026,0.3051195,1.6327337499999999
